ITEM CCODE,BARCODE,ITEM DESCRIPTION,CATERGORY,item catergory,unit of measure
CFW-CAF-003,10101.0,BD WC Fruit 3 Layer,wedding cake,internal,ea
CFW-CAF-003,10101.0,BD WC Fruit 3 Layer,wedding cake,internal,ea
CFW-CKE-003,10099.0,BD Wedding Cake FC 10 12 14 Loose,wedding cake,internal,ea
CLE-BGS-EAC,,Betasan Gel Sanitizer Refills,consumables,external,ea
CLE-MPP-EAC,,Monthly Pest Control,pest control,external,ea
CLE-TPR-EAC,,Tad Paper Refil,consumables,external,ea
CLE-VIB-EAC,,Viper Boards,consumables,external,ea
CNO-BC1-1X5,10083.0,BD Buttercream 1mx500,buttercream 1mx500,internal,ea
CNO-BC1-1X5,10083.0,BD Buttercream 1mx500,buttercream 1mx 500,internal,ea
CNO-BCB-016,10060.0,BD Buttercream 16 Bible,novelty,internal,ea
CNO-BCB-018,10065.0,BD Buttercream 18 Bible,novelty,internal,ea
CNO-BCB-020,10068.0,BD Buttercream 20 Bible,novelty,internal,ea
CNO-BCE-1X5,,BD Buttercream 1mx500 Eggless,buttercream cake 1mx500,internal,ea
CNO-BCH-016,10063.0,BD Buttercream 16 Heart,novelty,internal,ea
CNO-BCH-018,10067.0,BD Buttercream 18 Heart,novelty,internal,ea
CNO-BCH-020,10036.0,BD Buttercream 20 Heart,novelty,internal,ea
CNO-BCS-014,10059.0,BD Buttercream 14 Soccer,novelty,internal,ea
CNO-BCS-014,10059.0,BD Buttercream 14 Soccer,novelty,internal,ea
CNO-BCS-016,10064.0,BD Buttercream 16 Soccer,novelty,internal,ea
CNO-BNY-018,10085.0,BD Mould On SL 18,novelty,internal,ea
CNO-BNY-018,10085.0,BD Mould On SL 18,novelty,internal,ea
CNO-BUT-014,10057.0,BD Buttercream 14 Butterfly,novelty,internal,ea
CNO-BUT-016,10062.0,BD Buttercream 16 Butterfly,novelty,internal,ea
CNO-CAS-018,10087.0,BD Castle,novelty,internal,ea
CNO-DHB-020,10167.0,BD Buttercream 20 Double Heart With Base,novelty,internal,ea
CNO-DOLL-014,10058.0,BD Buttercream 14 Doll,novelty,internal,ea
CNO-DOLL-016,10061.0,BD Buttercream 16 Doll,novelty,internal,ea
CNO-DOLL-016,10061.0,BD Buttercream 16 Doll,novelty,internal,ea
CNO-FC1-1X5,10084.0,BD Freshcream 1mx500,freshcream 1mx 500,internal,ea
CNO-FCB-016,30469.0,BD 16 Freshcream BIBLE,novelty,internal,ea
CNO-FCB-016,30469.0,BD 16 Freshcream BIBLE,novelty,internal,ea
CNO-FCB-018,10071.0,BD Freshcream 18 Bible,novelty,internal,ea
CNO-FCB-018,10071.0,BD Freshcream 18 Bible,novelty,internal,ea
CNO-FCB-020,10073.0,BD Freshcream 20 Bible,novelty,internal,ea
CNO-FCE-1X5,,BD Freshcream 1m x 500 Eggless,freshcream cakes 1mx500 eggless,internal,ea
CNO-FCH-016,10070.0,BD Freshcream 16 Heart,novelty,internal,ea
CNO-FCH-016,10070.0,BD Freshcream 16 Heart,novelty,internal,ea
CNO-FCH-018,10072.0,BD Freshcream 18 Heart,novelty,internal,ea
CNO-FCH-020,10027.0,BD Freshcream 20 Heart,novelty,internal,ea
CNO-FCS-014,10069.0,BD Freshcream 14 Soccer,novelty,internal,ea
CNO-FCS-016,10074.0,BD Freshcream 16 Soccer,novelty,internal,ea
CNO-FSF-014,,BD FC With Strawberries & Fence,novelty,internal,ea
CNO-SPI-018,10086.0,BD Spiderman On SL 18,novelty,internal,ea
DRI- CZE-440,,Coke Zero 440ml can,drink,external,ea
DRI-AMA-EAC,,Clover Amasi 2kg,ingredient,external,kg
DRI-AME-250ML,,Americano Short,drink,internal,ea
DRI-AME-350ML,,Americano Tall,drink,internal,ea
DRI-APT-275,6001048003323.0,Appletiser 275ml NRB,drink,external,ea
DRI-APT-330,6001048004481.0,Appletiser 330ml CAN,drink,external,ea
DRI-BAA-500,90492853.0,Bonaqua 500ml,drink,external,ea
DRI-BAN-500,5449000117816.0,Bonaqua 500ml Naartjie,drink,external,ea
DRI-BLI-EAC,,Clover Bliss Double cream yogurt,ingredient,external,ea
DRI-BON-500ML,,Water Bonaqua Still 500ml,drink,external,ea
DRI-CAF-EAC,,Caramel Freezo,drink,internal,ea
DRI-CBB-1500,,Cappy Breakfast Blend 1.5litre,drink,external,ea
DRI-CBB-EAC,5449000256010.0,Cappy Breakfast Blend 330ml,drink,external,ea
DRI-CFR=EAC,,Coffee Freezo,drink,internal,ea
DRI-CHA-350ML,,Chai Latte Short,drink,internal,ea
DRI-CHF-250ML,,Chocolate Freezo Short,drink,internal,ea
DRI-CHF-350ML,,Chocolate Freezo Tall,drink,internal,ea
DRI-CHF-EAC,,Chocolate Freezo,ingredient,external,kg
DRI-CHL-EACH,,Chai Latte Tall,drink,internal,ea
DRI-COC-125,5449000009746.0,Coca-Cola 1250ml,drink,external,ea
DRI-COC-1LT,5449000054227.0,Coca-Cola 1L,drink,external,ea
DRI-COC-2LT,5449000009067.0,Coca-Cola 2l,drink,external,ea
DRI-COC-300,2003.0,Coca-Cola 300ml Bottle,drink,external,ea
DRI-COC-330,5449000256805.0,Coca-Cola 300ml Can,drink,external,ea
DRI-COC-440,,Coca- Cola 500ml Can,drink,external,ea
DRI-COC-500,5449000664686.0,Coca-Cola 440ml Buddy,drink,external,ea
DRI-COL-1.5LT,5449000133335.0,Coca-Cola Zero 1.5ltr,drink,external,ea
DRI-COL-125,5449000140913.0,Coca-Cola Light 1250ml,drink,external,ea
DRI-COL-225,,Coke Light 2250ml,drink,external,ea
DRI-COL-2LT,5449000050229.0,Coca-Cola Light 2l,drink,external,ea
DRI-COL-2LT,5449000050229.0,Coca-Cola Light 2l,drink,external,ea
DRI-COL-300C,549000256805.0,Coke 300ml Can,drink,external,ea
DRI-COL-330,5449000050205.0,Coca-Cola Light 330ml Can,drink,external,ea
DRI-COL-500,5449000664709.0,Coca-Cola Light 500ml,drink,external,ea
DRI-COR-250ML,,Cortado Short,drink,internal,ea
DRI-COZ-2250,,Coke Zero 2250ml,drink,external,ea
DRI-COZ-2LT,5449000131843.0,Coca-Cola Zero 2l,drink,external,ea
DRI-COZ-2LT,5449000131843.0,Coca-Cola Zero 2l,drink,external,ea
DRI-COZ-330,5449000256898.0,Coca-Cola Zero 300ml Can,drink,external,ea
DRI-COZ-500,5449000131836.0,Coca-Cola Zero 500ml,ingredient,external,ea
DRI-CPP-EAC,5449000255792.0,Cappy Passion Peach,drink,external,ea
DRI-CRE-400ML,5449000265364.0,Cream Soda 400ml,drink,external,ea
DRI-CTP-330,5449000255693.0,Cappy Trop Punch 330ml,drink,external,ea
DRI-ESS-250ML,,Espresso Short,drink,internal,ea
DRI-ESS-350ML,,Espresso Tall,drink,internal,ea
DRI-FAG-1LT,54490000252346.0,Fanta Grape,drink,external,ea
DRI-FAG-2LT,5449000010070.0,Fanta Grape 2l,drink,external,ea
DRI-FAG-300,2004.0,Fanta Grape 300ml Bottle,drink,external,ea
DRI-FAG-330,5449000257093.0,Fanta Grape 300ml CAN,drink,external,ea
DRI-FAG-500,5449000664723.0,Fanta Grape 440ml Buddy,drink,external,ea
DRI-FAN-300C,,Fanta Orange 300ml Can,drink,external,ea
DRI-FAN-440,5449000257130.0,Fanta Orange 400ml can,drink,external,ea
DRI-FAO-2LT,5449000010049.0,Fanta Orange 2l,drink,external,ea
DRI-FAO-300,2008.0,Fanta Orange 300ml Bottle,drink,external,ea
DRI-FAO-330,5449000257000.0,Fanta Orange 300ml Can,drink,external,ea
DRI-FAO-500,5449000664754.0,Fanta Orange 440ml Buddy,drink,external,ea
DRI-FAP-2LT,5449000003768.0,Fanta Pineapple 2l,drink,external,ea
DRI-FAP-2LT,5449000003768.0,Fanta Pineapple 2l,drink,external,ea
DRI-FAP-300,2007.0,Fanta Pine 300ml Bottle,drink,external,ea
DRI-FAP-330,5449000003201.0,Fanta Pineapple 330ml Can,drink,external,ea
DRI-FAP-500,5449000664747.0,Fanta Pineapple 440ml Buddy,drink,external,ea
DRI-FAS-125,,Fanta 1 litre,drink,external,ea
DRI-FLW-250ML,,Flat White Short,drink,internal,ea
DRI-FLW-350ML,,Flat White Tall,drink,internal,ea
DRI-FOC-500ML,5449000050809.0,Fanta Orange Can 500ml,drink,external,ea
DRI-FRT-250ML,,Five Roses Tea Short,drink,internal,ea
DRI-FRT-350ML,,Five Roses Tea Tall,drink,internal,ea
DRI-FWT-400ML,5449000316332.0,Fanta What The Flavour 400ml Buddy,drink,external,ea
DRI-GRA-275,6001048003385.0,Grapetiser 275ml NRB,drink,external,ea
DRI-GRA-330,6001048004511.0,Grapetiser 330ml Can,drink,external,ea
DRI-GRW-330,6001048003897.0,Grapetiser Wht 330ml Can,drink,external,ea
DRI-HAF-EAC,,Hazelnut Freezo,drink,internal,ea
DRI-HOC-250ML,,Hot Chocolate Short,drink,internal,ea
DRI-HOC-350ML,,Hot Chocolate Tall,drink,internal,ea
DRI-HWT-EAC,,Tall White Hot Chocolate,drink,internal,ea
DRI-IAM-EAC,,Iced Americano,drink,internal,ea
DRI-IBR-125,,Iron Brew1.25ml,drink,external,ea
DRI-ICC-250ML,,Iced Cappuccino Short,drink,internal,ea
DRI-ICC-350ML,,Iced Cappuccino Tall,drink,internal,ea
DRI-ICF-250ML,,Iced Coffee Freezo Short,drink,internal,ea
DRI-ICF-350ML,,Iced Coffee Freezo Tall,drink,internal,ea
DRI-ICF-KGR,,Instabean Coffee Freezo,drink,internal,ea
DRI-ICL-250ML,,Iced Chai Latte Short,drink,internal,ea
DRI-ICL-350ML,,Iced Chai Latte Tall,drink,internal,ea
DRI-ILA-EAC,,Iced Latte,drink,internal,ea
DRI-IMO-EAC,,Iced Mocha,platter,internal,ea
DRI-IRO-2LT,6001134297308.0,Iron Brew 2l,drink,external,ea
DRI-IRO-2LT,6001134297308.0,Iron Brew 2l,drink,external,ea
DRI-IRO-300,2009.0,Iron Brew 300ml,drink,external,ea
DRI-IRO-330,5449000106261.0,Iron Brew 330ml Can,drink,external,ea
DRI-IWM-EAC,,Iced White Mocha,drink,internal,ea
DRI-KAPP-500ML,6001299049668.0,Clover Krush 100% Apple,juice,external,ea
DRI-KFF-500ML,6001299045813.0,Clover Krush 6 Fruit £ Fibre,juice,external,ea
DRI-KOR-500ML,6001299010101.0,Clover Krush 100% Orange,juice,external,ea
DRI-LAT-350ML,,Latte Tall,drink,internal,ea
DRI-LATT-250ML,,Latte Short,drink,internal,ea
DRI-MAC-250ML,,Macchiato Short,drink,internal,ea
DRI-MAC-350ML,,Macchiato Tall,drink,internal,ea
DRI-MBO-EAC,,OD Bombay Crush,drink,internal,ea
DRI-MBU-EAC,,OD Bubblegum Milkshake,drink,internal,ea
DRI-MCH-EAC,,OD Chocolate Milkshake,drink,internal,ea
DRI-MCO-EAC,,OD Coffee Milkshake,drink,internal,ea
DRI-MEN-500,5060166698874.0,Monster Engery 500ml,drink,external,ea
DRI-MLI-EAC,,OD Lime Milkshake,drink,internal,ea
DRI-MML-500,5060517888299.0,Monster Mucho Logo 500ml,drink,external,ea
DRI-MOC-250ML,,Mocha Short,drink,internal,ea
DRI-MOC-350ML,,Mocha Tall,drink,internal,ea
DRI-MOF-250ML,,Mocha Freezo Short,drink,internal,ea
DRI-MOF-350ML,,Mocha Freezo Tall,drink,internal,ea
DRI-MON-330,5060517888664.0,Monster Original,drink,external,ea
DRI-MON-EAC,5060337509411.0,Monster,drink,external,ea
DRI-MSC-EAC,,OD Salted Caramel Milkshake,drink,internal,ea
DRI-MSC-KGR,,Malora Spicey Chai Latte,drink,internal,ea
DRI-MST-EAC,,OD Strawberry Milkshake,drink,internal,ea
DRI-MVA-EAC,,OD Vanilla Milkshake,drink,internal,ea
DRI-OBS-EAC,,OD Berry Smoothie,drink,internal,ea
DRI-OMS-EAC,,OD Mango Smoothie,drink,internal,ea
DRI-OOM-EAC,,OD Oreo Milkshake,drink,internal,ea
DRI-OSP-EAC,,OD Peanut Butter Smoothie,drink,internal,ea
DRI-PBB-EAC,54490482.0,Powerade Blueberry 500ml,drink,external,ea
DRI-PGE-500,5060517888848.0,Predator Gold Energy Drink 500ml,drink,external,ea
DRI-PJI-EAC,90492488.0,Powerade Jagged Ice,drink,external,ea
DRI-PNA-500ML,90492501.0,Powerade Naartjie,drink,external,ea
DRI-PPL-EAC,,Powerplay,drink,external,ea
DRI-REB-EAC,9002490100070.0,Red Bull 250ml,drink,external,ea
DRI-REC-350ML,,Red Cappuccino,drink,external,ea
DRI-ROB-250ML,,Rooibos Tea Short,drink,internal,ea
DRI-RSF-EAC,9002490200220.0,Red Bull Sugar Free,drink,external,ea
DRI-SCS-125,2017.0,Spar C/Soda 1250ml,drink,external,ea
DRI-SCS-2LT,6001134087305.0,Spar C\Soda 2lt,drink,external,ea
DRI-SCS-300,5449000257536.0,Spar C/Soda 300ml,drink,external,ea
DRI-SCS-330,5449000106322.0,Spar C/Soda 330ml Can,drink,external,ea
DRI-SCS-500,5449000664846.0,Spar Cream Soda 440ml Buddy,drink,external,ea
DRI-SIB-125,2011.0,Spar Iron Brew 1250ml,drink,external,ea
DRI-SPN-125,2012.0,Spar Pine Nut 1250ml,drink,external,ea
DRI-SPN-2LT,5449000117977.0,Spar Sparbry Pine Nut 2ltr,drink,external,ea
DRI-SPR-125,5449000234612.0,Sprite 1 litre,drink,external,ea
DRI-SPR-2LT,5449000234636.0,Sprite 2l,drink,external,ea
DRI-SPR-300,5449000257222.0,Sprite 300ml Can,drink,external,ea
DRI-SPR-330,5449000014535.0,Sprite 330ml Can,drink,external,ea
DRI-SPR-440,5449000257239.0,Sprite 400ml can,drink,external,ea
DRI-SPR-500,5449000234643.0,Sprite 440ml Buddy,drink,external,ea
DRI-SPZ-2LT,5449000104885.0,Sprite Zero 2l,drink,external,ea
DRI-SPZ-330,5449000106704.0,Sprite Zero 330ml Can,5rink,external,ea
DRI-SPZ-500,5449000109613.0,Sprite Zero 500ml,drink,external,ea
DRI-SRB-500,5449000664853.0,Sparletta Raspberry 440ml Buddy,drink,external,ea
DRI-SSB-125,6001134005507.0,Sparletta 1250ml,drink,external,ea
DRI-SSB-2LT,6001134687307.0,Spar Sparberry 2LTR,drink,external,ea
DRI-SSB-330,5449000257628.0,Spar Sparbry 300ml Can,drink,external,ea
DRI-SST-300,5449000257420.0,Spar Stoney 300ml,drink,external,ea
DRI-SST-330,5449000106421.0,Spar Stoney 330ml Can,drink,external,ea
DRI-STO-125,5449000064950.0,Stoney 1 litre,drink,external,ea
DRI-STO-2LT,6001134707302.0,Stoney Ginger Beer 2lt,drink,external,ea
DRI-STO-440,5449000257413.0,Stoney 400ml can,drink,external,ea
DRI-STO-500,5449000664808.0,Stoney -gingerbeer 440ml Buddy,drink,external,ea
DRI-STW-500,6009633490022.0,Water 500ml Still,drink,external,ea
DRI-STW-EAC,30607.0,Still Water,drink,external,ea
DRI-SWM-250ML,,Short White Mocha,drink,internal,ea
DRI-TGR-1.5L,5449000180889.0,Twist Grandilla 1.5ltr,drink,external,ea
DRI-TWG-125,6001133001104.0,Twist Gran 1250ml,drink,external,ea
DRI-TWG-2LT,5449000098580.0,Twist Gran 2l,drink,external,ea
DRI-TWG-2LT,5449000098580.0,Twist Gran 2l,drink,external,ea
DRI-TWG-300,2016.0,Twist Gran 300ml,drink,external,ea
DRI-TWG-330,5449000257567.0,Twist Gran 300ml Can,drink,external,ea
DRI-TWG-500,5449000664839.0,Twist Gran 440ml Buddy,drink,external,ea
DRI-TWL-1.5L,,Twist Lemon 1.5 Litre,drink,external,ea
DRI-TWL-125,6001134395509.0,Twist Lemon 1250ml,drink,external,ea
DRI-TWL-2LT,5449000060082.0,Twist Lemon 2l,drink,external,ea
DRI-TWL-330,5449000257505.0,Twist Lemon 300ml Can,drink,external,ea
DRI-TWL-500,40822747.0,Twist Lemon 500ml,drink,external,ea
DRI-TWM-350ML,,Tall White Mocha,drink,internal,ea
DRI-VAF-EAC,,Vanilla Freezo,drink,internal,ea
DRI-VAL-150,5449000107787.0,Water valpre still 1500ml,drink,external,ea
DRI-VAL-500,5449000107664.0,Water Valpre Still 500ml,drink,external,ea
DRI-WCF-EAC,,White Chocolate Freezo,drink,internal,ea
DRI-WHS-EAC,,Short White Hot Chocolate,drink,internal,ea
DRI-WTF-2LTR,5449000308146.0,Fanta What The Flavour 2litre,drink,external,ea
ICE-SMO-EAC,6001087357821.0,GLUTEN FREE LEMON FRIDGE CHEESECAKE TUB,exotic,internal,ea
ICE-SRP-EAC,6001087357814.0,GLUTEN FREE CHOCOLATE GANACHE TUB,exotic cakes,internal,ea
JUI- FNB-500ML,6001299024634.0,Juice Krush Fruit Nectar 500ml,juice,external,ea
JUI-DBY-EAC,,Dairy Bel Double Cream Yogurt 1kg,ingredient,external,kg
JUI-EBL-500,6001324254371.0,Energade 500ml Blueberry,drink,external,ea
JUI-EGR-500,6001324238098.0,Energade 500ml Grape,drink,external,ea
JUI-ELL-500,6001324217338.0,Energade 500ml Lemon & Lime,drink,external,ea
JUI-EMB-500,6001324299556.0,Energade 500ml Mixed Berry,drink,external,ea
JUI-ENA-500,6001324217253.0,Energade 500ml Naartjie,drink,external,ea
JUI-ENO-500,6001324217178.0,Energade 500ml Orange,drink,external,ea
JUI-ETR-500,6001324238173.0,Energade 500ml Tropical,drink,external,ea
JUI-KRM-500ML,6001299010118.0,Clover Krush 100% Mango,juice,external,ea
JUI-MAA-EAC,6009616048974.0,Maas 500g Low Fat,ingredient,external,ea
JUI-ORA-2LT,6001299043079.0,Juice 2l Orange Nectar,juice,external,ea
JUI-ORA-500,6001299007521.0,Juice 500ml Orange Nectar,juice,external,ea
JUI-PIN-1LT,6001299015793.0,Juice Tropika 1Litre,juice,external,ea
JUI-TRO-1.5L,6001299015724.0,Tropika 1.5lt pineapple,juice,external,ea
JUI-TRO-1.5Lt,6001299015687.0,Tropika 1.5lt Orange,juice,external,ea
JUI-TRO-1LT,6001299008054.0,Tropika 1l Orange,juice,external,ea
JUI-TRO-500,6001299007965.0,Tropika 500ml Orange,juice,external,ea
JUI-TRP-1LT,6001299008115.0,Tropika 1l Pineapple,juice,external,ea
JUI-TRP-250,6001299008092.0,Tropika 250ml Pineapple,juice,external,ea
JUI-TRP-500,6001299007972.0,Tropika 500ml Pineapple,juice,external,ea
MIL-ALM-EAC,,Almond Milk,ingredient,external,lt
MIL-CON-EAC,,Clover Condensed Milk 385g,ingredient,external,kg
MIL-MFC-1LT,6001299025402.0,Milk 1l Full Cream,ingredient,external,ea
MIL-MFC-250,6001299025419.0,Milk 250ml Full Cream,ingredients,external,ea
MIL-MFC-2LT,,Milk 2ltr Full Cream,ingredient,external,lt
MIL-MFC-500,6001299025440.0,Milk 500ml Full Cream,miscellaneous,external,ea
MIL-OAT-EAC,,Oat Milk,ingredient,external,lt
MIL-SMB-EAC,6001299044540.0,Super M 300ml Banana,drink,external,ea
MIL-SMC-EAC,6001299044601.0,Super M 300ml Chocolate,drink,external,ea
MIL-SMO-EAC,6001299044663.0,Super M 300ml Cream Soda,drink,external,ea
MIL-SMS-EAC,6001299044519.0,Super M 300ml Strawberry,drink,external,ea
MIL-SOY-EAC,,Soy Milk,ingredient,external,ea
MIS - CCB-12,,Colour Cream - 12'',miscellaneous,internal,ea
MIS - SCB-KGR,,Solid Colour Buttercream,miscellaneous,internal,ea
MIS- CCB-14,,Colour Cream - 14'',miscellenous,internal,ea
MIS- FIT-EAC,,Happy Anniversary Cake Topper,miscellaneous,external,ea
MIS- FON-EAC,,Fondant Writing,miscellenous,internal,ea
MIS-ACC-EAC,,Plastic Icing Baby Accessory Set,miscellaneous,external,ea
MIS-AES-EACH,,Additional Espresso Shot,miscellenous,internal,ea
MIS-API-EAC,30421.0,Picture,ingredient,external,ea
MIS-BAB-EAC,,Plastic icing Baby with blanket,miscellaneous,internal,ea
MIS-BGM-EAC,30540.0,Bride & Groom Meduim,miscellaneous,external,ea
MIS-BGS-EAC,30541.0,Bride & Groom Small,miscellenous,external,ea
MIS-BLI-EAC,,Braai Lighter,consumables,external,ea
MIS-BMV-EAC,8100.0,Mvutu Bar One,miscellenous,internal,ea
MIS-BOO-EAC,,Plastic icing Booties,miscellenous,internal,ea
MIS-BRP-EAC,,Big Roses With Polysterene,miscellaneous,internal,ea
MIS-CAN-EAC,30516.0,Cancellation,miscellaneous,internal,ea
MIS-CAT-EAC,,Cake Toppers Acyrlic,miscellenous,external,ea
MIS-CBC-BDC,,Chocolate Buttercream -Birthday Cake,miscellaneous,internal,ea
MIS-CCB-16,,Colour Cream - 16'',miscellenous,internal,ea
MIS-CCB-18,,Colour Cream - 18'',miscellenous,internal,ea
MIS-CCB-20,,Colour Cream - 20'',miscellenous,internal,ea
MIS-CCB-22,,Colour Cream - 22'',miscellaneous,internal,ea
MIS-CGR-EAC,,Custom Google Review Sign,consumables,external,ea
MIS-CHA-EAC,,Service Charge for Changes,miscellaneous,internal,ea
MIS-CHT-EAC,,Figure Cake Topper,miscellenous,external,ea
MIS-CHW-EAC,30523.0,Choc Writing,miscellaneous,internal,ea
MIS-CRS-EAC,,C20 Red Stamp,consumables,external,ea
MIS-CSA-(6S),,Candle Assorted Sparkle (6s),candle,external,ea
MIS-CSG-(6s),,Candle Sparkle Gold (6s),candle,external,ea
MIS-CUP-EAC,8016.0,Foam Cups 250ml,miscellaneous,external,ea
MIS-CWR-EAC,,Customised Writing,miscellaneous,internal,ea
MIS-DAO-EAC,,Day Old Cakes,miscellenous,internal,ea
MIS-DBC-012,23002.0,Dbl Choc 12,miscellaneous,internal,ea
MIS-DBC-014,24002.0,Dbl Choc 14,miscellaneous,internal,ea
MIS-DBC-016,25002.0,Dbl Choc 16,miscellaneous,internal,ea
MIS-DBC-018,26002.0,Dbl Choc 18,miscellaneous,internal,ea
MIS-DBC-020,27002.0,Dbl Choc 20,miscellaneous,internal,ea
MIS-DBC-022,28002.0,Dbl Choc 22,miscellaneous,internal,ea
MIS-DBV-012,23001.0,Dbl Vanilla 12,miscellaneous,internal,ea
MIS-DBV-014,24001.0,Dbl Vanilla 14,miscellaneous,internal,ea
MIS-DBV-016,25001.0,Dbl Vanilla 16,miscellaneous,internal,ea
MIS-DBV-018,26001.0,Dbl Vanilla 18,miscellaneous,internal,ea
MIS-DBV-020,27001.0,Dbl Vanilla 20,miscellenous,internal,ea
MIS-DBV-022,28001.0,Dbl Vanilla 22,miscellaneous,internal,ea
MIS-DEL-EAC,,Delivery,miscellaneous,internal,ea
MIS-DMV-EACH,8099.0,Mvutu Donut 4s,miscellaneous,internal,ea
MIS-DOR-EAC,30856.0,Oven Delights Flags,consumables,internal,ea
MIS-DOS-EAC,8202.0,Day Old Scones,miscellaneous,internal,ea
MIS-EPO-EAC,30422.0,Edible Picture Only,miscellaneous,external,ea
MIS-FAK-EAC,,First Aid Kit,consumables,external,ea
MIS-FCB-EAC,,Balloons -Foil Character,miscellenous,external,ea
MIS-FFL-EAC,,Fresh Flowers Each,miscellenous,external,ea
MIS-FGB-EAC,,Balloons-Foil General,miscellaneous,external,ea
MIS-FMG-EAC,,Balloons- Foil Number Gold,miscellenous,external,ea
MIS-FNG-EAC,,Balloons- Foil Number Rose Gold,miscellenous,external,ea
MIS-FNR-EAC,,Balloons-Foil Number Rainbow Splash,miscellenous,external,ea
MIS-FNS-EAC,,Balloons- Foil Number Silver,miscellaneous,external,ea
MIS-FNW-EAC,,Balloons-Foil Number White Gold,packaging,external,ea
MIS-FWO-EACH,,Fondant Wording,miscellenous,external,ea
MIS-GBE-EAC,8017.0,Gold Beads,miscellaneous,external,ea
MIS-GWR-EAC,30521.0,Gold Writing,miscellaneous,external,ea
MIS-HBT-EAC,,Happy Birthday Cake Topper,miscellaneous,external,ea
MIS-HEL-5LTR,,Heluim Small Cylinder,consumables,external,ea
MIS-HEL-LAR,,Heluim Large,miscellaneous,external,ea
MIS-HEL-SML,,Heluim Small,miscellenous,external,ea
MIS-LEA-EAC,8018.0,Leaves,miscellaneous,external,ea
MIS-MAT-EAC,60069795.0,Matches,consumables,external,ea
MIS-MGR-EAC,8035.0,Rib Metallic Gold,miscellaneous,external,ea
MIS-MSR-EAC,8036.0,Rib Metallic Silver,miscellaneous,external,ea
MIS-MVU-EAC,8032.0,Mvutu,miscellaneous,external,ea
MIS-NOV-EAC,30524.0,Novelities Sets,miscellaneous,external,ea
MIS-OOH-EACH,,Overheads,consumables,external,ea
MIS-PAN-EAC,60094391.0,Panado,consumables,external,ea
MIS-PLA-EAC,8019.0,Plasters,consumables,external,ea
MIS-PLD-EAC,,Platter Dip 70ml,miscellenous,external,ea
MIS-RAS-EACH,,Rakhi String,miscellenous,external,ea
MIS-RIP-EAC,10299.0,Ribbon Picture,ingredient,external,ea
MIS-RMV-EAC,8033.0,Mvutu Rainbow,miscellaneous,external,ea
MIS-ROS-EAC,8020.0,Roses,miscellaneous,external,ea
MIS-RSS-EAC,,Roses Small New Assorted Colours,miscellenous,external,ea
MIS-SBE-EAC,8030.0,Silver Beads,miscellaneous,external,ea
MIS-SCB-EAC,,Balloons- Stick Character,miscellenous,external,ea
MIS-SDC-EAC,30515.0,Same Day Charge,miscellaneous,external,ea
MIS-SFB-EAC,,Sign Happy Birthday Gold Foil,miscellaneous,external,ea
MIS-SGA-EAC,8026.0,Sign H.A. Gold,miscellaneous,external,ea
MIS-SGB-EAC,8028.0,Sign H.B. Gold,miscellaneous,external,ea
MIS-STG-EAC,,Balloons-Stick General,miscellaneous,external,ea
MIS-STR-EAC,,Strawberry,miscellaneous,external,ea
MIS-SWR-EAC,30522.0,Silver Writing,miscellaneous,external,ea
MIS-TOO-EAC,,Toothpicks 1000s,miscellaneous,external,ea
MIS-WHC-EAC,,Additional Whipped Cream,miscellaneous,external,ea
MIS-XSR-EAC,,Xmas Sticker Scroll English,miscellaneous,external,ea
M-KOK-KGR,30106.0,Kokomix Pettina,ingredient,external,kg
PAC- BTL-EACH,,Bag Brown Thrifty Paper Bag Large,packaging,external,ea
PAC- CUC-350ML,,Cup Clear 350ML,packaging,external,ea
PAC -F3D-EAC,,F3 Double Wall Pie box,packaging,external,ea
PAC- HAB-EAC,,Hamburger Base Black F60,packaging,external,ea
PAC- LIC- 350ML,,Lids Clear 350ML,packaging,external,ea
PAC- MIN-EAC,,Cup Cake Boxes With Inserts,packaging,external,ea
PAC- NAB-EAC,,Name Badges,consumables,external,ea
PAC- SDL-EAC,,Square Desert Lid,packaging,external,ea
PAC-083-EAC,,83X54X300 30mic,packaging,external,ea
PAC-12X-EAC,30254.0,12x12x6,packaging,external,ea
PAC-14X-EAC,30255.0,14X14X6,packaging,external,ea
PAC-16X-EAC,30256.0,16x16x6,packaging,external,ea
PAC-18H-EAC,30257.0,18X18X5 High,packaging,external,ea
PAC-18X-EAC,30258.0,18X18X6,packaging,external,ea
PAC-196-EAC,30267.0,196T swissroll folder,packaging,external,ea
PAC-200-EAC,30291.0,Foil Container 100 (200IL),packaging,external,ea
PAC-20H-EAC,30266.0,20X20X5 High,packaging,external,ea
PAC-20X-EAC,30259.0,20X20X6,packaging,external,ea
PAC-214-EAC,,214 Gateaux Dome,packaging,external,ea
PAC-215-EAC,30706.0,215 Gateaux Base,packaging,external,ea
PAC-225-EAC,30804.0,225X270X30MIC Scone bag medium,packaging,external,ea
PAC-260-EAC,30806.0,260*450*25mic,packaging,external,ea
PAC-300-EAC,30292.0,Foil Container 100 (3001P),packaging,external,ea
PAC-310-EAC,30808.0,310*450*30mic,packaging,external,ea
PAC-315-EAC,30268.0,315 bar one dome,packaging,external,ea
PAC-317-EAC,30269.0,317 bar one base,packaging,external,ea
PAC-400-EAC,30807.0,250*400*40mic Rolls large,packaging,external,ea
PAC-405-EAC,30287.0,4051 foil container,packaging,external,ea
