TABLE_NAME|COLUMN_NAME|DATA_TYPE|IS_NULLABLE|CHARACTER_MAXIMUM_LENGTH
Stockroom_PurchaseOrderLines|ReceivedQuantity|decimal|YES|NULL
Stockroom_PurchaseOrderLines|UnitCost|decimal|NO|NULL
Stockroom_PurchaseOrderLines|LineTotal|decimal|NO|NULL
Stockroom_PurchaseOrderLines|Notes|nvarchar|YES|255
Stockroom_PurchaseOrders|POID|int|NO|NULL
Stockroom_PurchaseOrders|PONumber|nvarchar|NO|50
Stockroom_PurchaseOrders|SupplierID|int|NO|NULL
Stockroom_PurchaseOrders|BranchID|int|YES|NULL
Stockroom_PurchaseOrders|PODate|date|NO|NULL
Stockroom_PurchaseOrders|RequiredDate|date|YES|NULL
Stockroom_PurchaseOrders|Status|nvarchar|YES|20
Stockroom_PurchaseOrders|SubTotal|decimal|YES|NULL
Stockroom_PurchaseOrders|VATAmount|decimal|YES|NULL
Stockroom_PurchaseOrders|TotalAmount|decimal|YES|NULL
Stockroom_PurchaseOrders|Notes|nvarchar|YES|500
Stockroom_PurchaseOrders|CreatedBy|int|NO|NULL
Stockroom_PurchaseOrders|CreatedDate|datetime|YES|NULL
Stockroom_PurchaseOrders|ModifiedBy|int|YES|NULL
Stockroom_PurchaseOrders|ModifiedDate|datetime|YES|NULL
Stockroom_PurchaseOrders|ApprovedBy|int|YES|NULL
Stockroom_PurchaseOrders|ApprovedDate|datetime|YES|NULL
StockTransferLines|TransferLineID|int|NO|NULL
StockTransferLines|TransferID|int|NO|NULL
StockTransferLines|MaterialID|int|NO|NULL
StockTransferLines|TransferQuantity|decimal|NO|NULL
StockTransferLines|ReceivedQuantity|decimal|NO|NULL
StockTransferLines|UnitCost|decimal|NO|NULL
StockTransferLines|LineTotal|decimal|YES|NULL
StockTransferLines|LineStatus|nvarchar|NO|20
StockTransferLines|CreatedDate|datetime2|NO|NULL
StockTransfers|TransferID|int|NO|NULL
StockTransfers|TransferNumber|nvarchar|NO|30
StockTransfers|FromBranchID|int|NO|NULL
StockTransfers|ToBranchID|int|NO|NULL
StockTransfers|TransferDate|datetime2|NO|NULL
StockTransfers|Status|nvarchar|NO|20
StockTransfers|Reference|nvarchar|YES|50
StockTransfers|Notes|nvarchar|YES|500
StockTransfers|ApprovedBy|int|YES|NULL
StockTransfers|ApprovedDate|datetime2|YES|NULL
StockTransfers|CreatedDate|datetime2|NO|NULL
StockTransfers|CreatedBy|int|NO|NULL
StockTransfers|ModifiedDate|datetime2|YES|NULL
StockTransfers|ModifiedBy|int|YES|NULL
SubAssemblies|SubAssemblyID|int|NO|NULL
SubAssemblies|SubAssemblyCode|varchar|NO|50
SubAssemblies|SubAssemblyName|nvarchar|NO|100
SubAssemblies|DefaultUoMID|int|YES|NULL
SubAssemblies|Description|nvarchar|YES|255
SubAssemblies|IsActive|bit|NO|NULL
SubAssemblies|CreatedDate|datetime|NO|NULL
SubAssemblies|CurrentCost|decimal|YES|NULL
SubAssemblies|LastPaidCost|decimal|YES|NULL
SubAssemblies|LastPurchaseDate|datetime|YES|NULL
SubAssemblies|LastSupplierID|int|YES|NULL
SubAssemblies|UoMID|int|YES|NULL
Subcategories|SubcategoryID|int|NO|NULL
Subcategories|CategoryID|int|NO|NULL
Subcategories|SubcategoryName|nvarchar|NO|100
Subcategories|IsActive|bit|NO|NULL
Subcategories|SubcategoryCode|varchar|YES|20
SupplierInvoices|InvoiceID|int|NO|NULL
SupplierInvoices|InvoiceNumber|nvarchar|NO|50
SupplierInvoices|SupplierID|int|NO|NULL
SupplierInvoices|BranchID|int|YES|NULL
SupplierInvoices|InvoiceDate|date|NO|NULL
SupplierInvoices|DueDate|date|YES|NULL
SupplierInvoices|SubTotal|decimal|YES|NULL
SupplierInvoices|VATAmount|decimal|YES|NULL
SupplierInvoices|TotalAmount|decimal|NO|NULL
SupplierInvoices|AmountPaid|decimal|YES|NULL
SupplierInvoices|AmountOutstanding|decimal|YES|NULL
SupplierInvoices|Status|nvarchar|YES|20
SupplierInvoices|GRVID|int|YES|NULL
SupplierInvoices|CreatedBy|int|YES|NULL
SupplierInvoices|CreatedDate|datetime2|YES|NULL
SupplierInvoices|ModifiedBy|int|YES|NULL
SupplierInvoices|ModifiedDate|datetime2|YES|NULL
Suppliers|SupplierID|int|NO|NULL
Suppliers|SupplierCode|nvarchar|NO|20
Suppliers|CompanyName|nvarchar|NO|100
Suppliers|ContactPerson|nvarchar|YES|100
Suppliers|Email|nvarchar|YES|128
Suppliers|Phone|nvarchar|YES|20
Suppliers|Mobile|nvarchar|YES|20
Suppliers|PhysicalAddress|nvarchar|YES|255
Suppliers|City|nvarchar|YES|50
Suppliers|Province|nvarchar|YES|50
Suppliers|PostalCode|nvarchar|YES|10
Suppliers|Country|nvarchar|NO|50
Suppliers|VATNumber|nvarchar|YES|20
Suppliers|PaymentTermsDays|int|NO|NULL
Suppliers|CreditLimit|decimal|NO|NULL
Suppliers|CurrentBalance|decimal|NO|NULL
Suppliers|IsActive|bit|NO|NULL
Suppliers|CreatedDate|datetime2|NO|NULL
Suppliers|CreatedBy|int|NO|NULL
Suppliers|ModifiedDate|datetime2|YES|NULL
Suppliers|ModifiedBy|int|YES|NULL
Suppliers|Address|nvarchar|YES|200
Suppliers|BankName|nvarchar|YES|100
Suppliers|BranchCode|nvarchar|YES|20
Suppliers|AccountNumber|nvarchar|YES|50
Suppliers|PaymentTerms|nvarchar|YES|50
Suppliers|Notes|nvarchar|YES|500
SystemAccounts|SysKey|varchar|NO|64
SystemAccounts|AccountID|int|YES|NULL
SystemSettings|ID|int|NO|NULL
SystemSettings|Category|nvarchar|NO|50
SystemSettings|SettingKey|nvarchar|NO|50
SystemSettings|SettingValue|nvarchar|YES|-1
SystemSettings|CreatedBy|int|YES|NULL
SystemSettings|ModifiedBy|int|YES|NULL
SystemSettings|CreatedDate|datetime2|YES|NULL
SystemSettings|ModifiedDate|datetime2|YES|NULL
TestCoverage|CoverageID|int|NO|NULL
TestCoverage|Module|nvarchar|NO|100
TestCoverage|Feature|nvarchar|NO|100
TestCoverage|FormName|nvarchar|YES|100
TestCoverage|LastTested|datetime2|YES|NULL
TestCoverage|TestCount|int|YES|NULL
TestCoverage|LastResult|bit|YES|NULL
TestCoverage|Priority|nvarchar|YES|20
TestCoverage|IsActive|bit|YES|NULL
TestErrors|ErrorID|int|NO|NULL
TestErrors|SessionID|nvarchar|NO|50
TestErrors|Module|nvarchar|NO|100
TestErrors|ErrorMessage|nvarchar|NO|-1
TestErrors|StackTrace|nvarchar|YES|-1
TestErrors|Timestamp|datetime2|YES|NULL
TestErrors|Resolved|bit|YES|NULL
TestErrors|Resolution|nvarchar|YES|-1
TestResults|ResultID|int|NO|NULL
TestResults|SessionID|nvarchar|NO|50
TestResults|Module|nvarchar|NO|100
TestResults|Feature|nvarchar|NO|100
TestResults|FormName|nvarchar|YES|100
TestResults|TestType|nvarchar|NO|50
TestResults|Success|bit|NO|NULL
TestResults|Message|nvarchar|YES|-1
TestResults|Duration|float|YES|NULL
TestResults|Warnings|nvarchar|YES|-1
TestResults|Timestamp|datetime2|YES|NULL
TestSessions|SessionID|nvarchar|NO|50
TestSessions|StartTime|datetime2|NO|NULL
TestSessions|EndTime|datetime2|YES|NULL
TestSessions|Status|nvarchar|NO|20
TestSessions|TotalTests|int|YES|NULL
TestSessions|PassedTests|int|YES|NULL
TestSessions|FailedTests|int|YES|NULL
TestSessions|CreatedBy|nvarchar|YES|100
TestSessions|Notes|nvarchar|YES|-1
Timesheets|TimesheetID|int|NO|NULL
Timesheets|EmployeeID|int|NO|NULL
Timesheets|WorkDate|date|NO|NULL
Timesheets|ClockIn|datetime2|YES|NULL
Timesheets|ClockOut|datetime2|YES|NULL
Timesheets|HoursWorked|decimal|YES|NULL
Timesheets|OvertimeHours|decimal|YES|NULL
Timesheets|Status|nvarchar|YES|20
Timesheets|CreatedDate|datetime2|YES|NULL
Toppings|ToppingID|int|NO|NULL
Toppings|ToppingCode|varchar|NO|50
Toppings|ToppingName|nvarchar|NO|100
Toppings|DefaultUoMID|int|YES|NULL
Toppings|Notes|nvarchar|YES|255
Toppings|IsActive|bit|NO|NULL
Toppings|CreatedDate|datetime|NO|NULL
Toppings|CurrentCost|decimal|YES|NULL
Toppings|LastPaidCost|decimal|YES|NULL
Toppings|LastPurchaseDate|datetime|YES|NULL
Toppings|LastSupplierID|int|YES|NULL
Toppings|UoMID|int|YES|NULL
Units|UoMID|int|NO|NULL
Units|UnitName|nvarchar|NO|32
Units|IsActive|bit|NO|NULL
Units|CreatedDate|datetime2|NO|NULL
Units|ModifiedDate|datetime2|YES|NULL
UoM|UoMID|int|NO|NULL
UoM|UoMCode|varchar|NO|10
UoM|UoMName|nvarchar|NO|50
Users|UserID|int|NO|NULL
Users|Username|nvarchar|NO|50
Users|Password|nvarchar|NO|255
Users|Email|nvarchar|NO|128
Users|FirstName|nvarchar|NO|50
Users|LastName|nvarchar|NO|50
Users|RoleID|int|NO|NULL
Users|BranchID|int|YES|NULL
Users|CreatedDate|datetime|NO|NULL
Users|LastLogin|datetime|YES|NULL
Users|IsActive|bit|NO|NULL
Users|FailedLoginAttempts|int|NO|NULL
Users|LastFailedLogin|datetime|YES|NULL
Users|PasswordLastChanged|datetime|YES|NULL
Users|TwoFactorEnabled|bit|NO|NULL
Users|DepartmentID|int|YES|NULL
VATReturns|VATReturnID|int|NO|NULL
VATReturns|PeriodStart|date|NO|NULL
VATReturns|PeriodEnd|date|NO|NULL
VATReturns|DueDate|date|NO|NULL
VATReturns|Status|varchar|NO|20
VATReturns|StandardRatedSupplies|decimal|NO|NULL
VATReturns|OutputVATStandard|decimal|NO|NULL
VATReturns|ZeroRatedSupplies|decimal|NO|NULL
VATReturns|ExemptSupplies|decimal|NO|NULL
VATReturns|InputVAT|decimal|NO|NULL
VATReturns|BadDebtsRecovered|decimal|NO|NULL
VATReturns|Adjustments|decimal|NO|NULL
VATReturns|NetVATPayable|decimal|NO|NULL
VATReturns|SubmissionDate|datetime2|YES|NULL
VATReturns|SARSReference|varchar|YES|50
VATReturns|ExportedFilePath|nvarchar|YES|500
VATReturns|BranchID|int|NO|NULL
VATReturns|CreatedBy|int|NO|NULL
VATReturns|CreatedAt|datetime2|NO|NULL
VATReturns|UpdatedBy|int|YES|NULL
VATReturns|UpdatedAt|datetime2|YES|NULL
VATTransactions|VATTransactionID|int|NO|NULL
VATTransactions|TransactionID|int|NO|NULL
VATTransactions|TransactionDate|date|NO|NULL
VATTransactions|VATType|varchar|NO|20
VATTransactions|VATRate|decimal|NO|NULL
VATTransactions|TaxableAmount|decimal|NO|NULL
VATTransactions|VATAmount|decimal|NO|NULL
VATTransactions|SupplierID|int|YES|NULL
VATTransactions|CustomerID|int|YES|NULL
VATTransactions|InvoiceNumber|varchar|YES|50
VATTransactions|Description|nvarchar|YES|255
VATTransactions|BranchID|int|NO|NULL
VATTransactions|CreatedBy|int|NO|NULL
VATTransactions|CreatedAt|datetime2|NO|NULL
VATTransactions|UpdatedBy|int|YES|NULL
VATTransactions|UpdatedAt|datetime2|YES|NULL
VATTransactions|IsActive|bit|NO|NULL

(1370 rows affected)
