"ItemCode","Barcode","ItemDescription","Category","ItemCategory","UnitOfMeasure","SellingPrice","CostPrice","IsRetail"
"DRI-STO-2LT","6001134707302.0","Stoney Ginger Beer 2lt","drink","external","ea","30.00","19.48","False"
"DRI-STO-440","5449000257413.0","Stoney 400ml can","drink","external","ea","15.00","9.17","False"
"DRI-STO-500","5449000664808.0","Stoney -gingerbeer 440ml Buddy","drink","external","ea","20.00","10.01","False"
"DRI-STW-500","6009633490022.0","Water 500ml Still","drink","external","ea","0.00","0.00","False"
"DRI-STW-EAC","30607.0","Still Water","drink","external","ea","15.00","0.00","False"
"DRI-SWM-250ML","","Short White Mocha","drink","internal","ea","34.00","0.00","False"
"DRI-TGR-1.5L","5449000180889.0","Twist Grandilla 1.5ltr","drink","external","ea","15.00","10.09","False"
"DRI-TWG-125","6001133001104.0","Twist Gran 1250ml","drink","external","ea","0.00","0.00","False"
"DRI-TWG-2LT","5449000098580.0","Twist Gran 2l","drink","external","ea","30.00","12.59","False"
"DRI-TWG-2LT","5449000098580.0","Twist Gran 2l","drink","external","ea","30.00","12.59","False"
"DRI-TWG-300","2016.0","Twist Gran 300ml","drink","external","ea","15.00","0.00","False"
"DRI-TWG-330","5449000257567.0","Twist Gran 300ml Can","drink","external","ea","15.00","6.63","False"
"DRI-TWG-500","5449000664839.0","Twist Gran 440ml Buddy","drink","external","ea","20.00","9.29","False"
"DRI-TWL-1.5L","","Twist Lemon 1.5 Litre","drink","external","ea","0.00","0.00","False"
"DRI-TWL-125","6001134395509.0","Twist Lemon 1250ml","drink","external","ea","0.00","0.00","False"
"DRI-TWL-2LT","5449000060082.0","Twist Lemon 2l","drink","external","ea","30.00","12.59","False"
"DRI-TWL-330","5449000257505.0","Twist Lemon 300ml Can","drink","external","ea","15.00","8.29","False"
"DRI-TWL-500","40822747.0","Twist Lemon 500ml","drink","external","ea","18.00","9.29","False"
"DRI-TWM-350ML","","Tall White Mocha","drink","internal","ea","42.00","0.00","False"
"DRI-VAF-EAC","","Vanilla Freezo","drink","internal","ea","40","0.00","False"
"DRI-VAL-150","5449000107787.0","Water valpre still 1500ml","drink","external","ea","0.00","0.00","False"
"DRI-VAL-500","5449000107664.0","Water Valpre Still 500ml","drink","external","ea","0.00","0.00","False"
"DRI-WCF-EAC","","White Chocolate Freezo","drink","internal","ea","0.00","0.00","False"
"DRI-WHS-EAC","","Short White Hot Chocolate","drink","internal","ea","26.00","0.00","False"
"DRI-WTF-2LTR","5449000308146.0","Fanta What The Flavour 2litre","drink","external","ea","30.00","0.00","False"
"ICE-SMO-EAC","6001087357821.0","GLUTEN FREE LEMON FRIDGE CHEESECAKE TUB","exotic","internal","ea","0.00","0.00","True"
"ICE-SRP-EAC","6001087357814.0","GLUTEN FREE CHOCOLATE GANACHE TUB","exotic cakes","internal","ea","0.00","0.00","True"
"JUI- FNB-500ML","6001299024634.0","Juice Krush Fruit Nectar 500ml","juice","external","ea","25.00","0.00","False"
"JUI-DBY-EAC","","Dairy Bel Double Cream Yogurt 1kg","ingredient","external","kg","0.00","0.00","False"
"JUI-EBL-500","6001324254371.0","Energade 500ml Blueberry","drink","external","ea","20.00","8.33","False"
"JUI-EGR-500","6001324238098.0","Energade 500ml Grape","drink","external","ea","20.00","9.42","False"
"JUI-ELL-500","6001324217338.0","Energade 500ml Lemon & Lime","drink","external","ea","20.00","0.00","False"
"JUI-EMB-500","6001324299556.0","Energade 500ml Mixed Berry","drink","external","ea","20.00","8.33","False"
"JUI-ENA-500","6001324217253.0","Energade 500ml Naartjie","drink","external","ea","20.00","7.25","False"
"JUI-ENO-500","6001324217178.0","Energade 500ml Orange","drink","external","ea","20.00","0.00","False"
"JUI-ETR-500","6001324238173.0","Energade 500ml Tropical","drink","external","ea","20.00","8.33","False"
"JUI-KRM-500ML","6001299010118.0","Clover Krush 100% Mango","juice","external","ea","25.00","17.39","False"
"JUI-MAA-EAC","6009616048974.0","Maas 500g Low Fat","ingredient","external","ea","0.00","0.00","False"
"JUI-ORA-2LT","6001299043079.0","Juice 2l Orange Nectar","juice","external","ea","32.00","20.86","False"
"JUI-ORA-500","6001299007521.0","Juice 500ml Orange Nectar","juice","external","ea","16.00","11.30","False"
"JUI-PIN-1LT","6001299015793.0","Juice Tropika 1Litre","juice","external","ea","21.00","0.00","False"
"JUI-TRO-1.5L","6001299015724.0","Tropika 1.5lt pineapple","juice","external","ea","0.00","0.00","False"
"JUI-TRO-1.5Lt","6001299015687.0","Tropika 1.5lt Orange","juice","external","ea","0.00","0.00","False"
"JUI-TRO-1LT","6001299008054.0","Tropika 1l Orange","juice","external","ea","0.00","0.00","False"
"JUI-TRO-500","6001299007965.0","Tropika 500ml Orange","juice","external","ea","20.00","12.17","False"
"JUI-TRP-1LT","6001299008115.0","Tropika 1l Pineapple","juice","external","ea","0.00","0.00","False"
"JUI-TRP-250","6001299008092.0","Tropika 250ml Pineapple","juice","external","ea","0.00","0.00","False"
"JUI-TRP-500","6001299007972.0","Tropika 500ml Pineapple","juice","external","ea","20.00","12.17","False"
"MIL-ALM-EAC","","Almond Milk","ingredient","external","lt","10.00","0.00","False"
"MIL-CON-EAC","","Clover Condensed Milk 385g","ingredient","external","kg","0.00","0.00","False"
"MIL-MFC-1LT","6001299025402.0","Milk 1l Full Cream","ingredient","external","ea","30.00","19.00","False"
"MIL-MFC-250","6001299025419.0","Milk 250ml Full Cream","ingredients","external","ea","18.00","9.50","False"
"MIL-MFC-2LT","","Milk 2ltr Full Cream","ingredient","external","lt","0.00","0.00","False"
"MIL-MFC-500","6001299025440.0","Milk 500ml Full Cream","miscellaneous","external","ea","16.00","11.71","False"
"MIL-OAT-EAC","","Oat Milk","ingredient","external","lt","10.00","0.00","False"
"MIL-SMB-EAC","6001299044540.0","Super M 300ml Banana","drink","external","ea","18.00","11.30","False"
"MIL-SMC-EAC","6001299044601.0","Super M 300ml Chocolate","drink","external","ea","18.00","11.30","False"
"MIL-SMO-EAC","6001299044663.0","Super M 300ml Cream Soda","drink","external","ea","18.00","11.30","False"
"MIL-SMS-EAC","6001299044519.0","Super M 300ml Strawberry","drink","external","ea","18.00","11.30","False"
"MIL-SOY-EAC","","Soy Milk","ingredient","external","ea","10.00","0.00","False"
"MIS - CCB-12","","Colour Cream - 12''","miscellaneous","internal","ea","80.00","0.00","False"
"MIS - SCB-KGR","","Solid Colour Buttercream","miscellaneous","internal","ea","100","0.00","False"
"MIS- CCB-14","","Colour Cream - 14''","miscellenous","internal","ea","80.00","0.00","False"
"MIS- FIT-EAC","","Happy Anniversary Cake Topper","miscellaneous","external","ea","100.00","52.17","False"
"MIS- FON-EAC","","Fondant Writing","miscellenous","internal","ea","150.00","0.00","False"
"MIS-ACC-EAC","","Plastic Icing Baby Accessory Set","miscellaneous","external","ea","60.00","0.00","False"
"MIS-AES-EACH","","Additional Espresso Shot","miscellenous","internal","ea","10","0.00","False"
"MIS-API-EAC","30421.0","Picture","ingredient","external","ea","90.00","0.00","False"
"MIS-BAB-EAC","","Plastic icing Baby with blanket","miscellaneous","internal","ea","40.00","0.00","False"
"MIS-BGM-EAC","30540.0","Bride & Groom Meduim","miscellaneous","external","ea","80.00","0.00","False"
"MIS-BGS-EAC","30541.0","Bride & Groom Small","miscellenous","external","ea","60.00","0.00","False"
"MIS-BLI-EAC","","Braai Lighter","consumables","external","ea","0.00","0.00","True"
"MIS-BMV-EAC","8100.0","Mvutu Bar One","miscellenous","internal","ea","9.00","0.00","False"
"MIS-BOO-EAC","","Plastic icing Booties","miscellenous","internal","ea","60.00","0.00","False"
"MIS-BRP-EAC","","Big Roses With Polysterene","miscellaneous","internal","ea","0.00","0.00","False"
"MIS-CAN-EAC","30516.0","Cancellation","miscellaneous","internal","ea","30.00","0.00","False"
"MIS-CAT-EAC","","Cake Toppers Acyrlic","miscellenous","external","ea","120","52.17","False"
"MIS-CBC-BDC","","Chocolate Buttercream -Birthday Cake","miscellaneous","internal","ea","30.00","0.00","False"
"MIS-CCB-16","","Colour Cream - 16''","miscellenous","internal","ea","120.00","0.00","False"
"MIS-CCB-18","","Colour Cream - 18''","miscellenous","internal","ea","120.00","0.00","False"
"MIS-CCB-20","","Colour Cream - 20''","miscellenous","internal","ea","180.00","0.00","False"
"MIS-CCB-22","","Colour Cream - 22''","miscellaneous","internal","ea","180.00","0.00","False"
"MIS-CGR-EAC","","Custom Google Review Sign","consumables","external","ea","0.00","0.00","True"
"MIS-CHA-EAC","","Service Charge for Changes","miscellaneous","internal","ea","20.00","0.00","False"
"MIS-CHT-EAC","","Figure Cake Topper","miscellenous","external","ea","100.00","0.00","False"
"MIS-CHW-EAC","30523.0","Choc Writing","miscellaneous","internal","ea","20.00","0.00","False"
"MIS-CRS-EAC","","C20 Red Stamp","consumables","external","ea","","0.00","True"
"MIS-CSA-(6S)","","Candle Assorted Sparkle (6s)","candle","external","ea","100.00","0.00","True"
"MIS-CSG-(6s)","","Candle Sparkle Gold (6s)","candle","external","ea","100.00","0.00","True"
"MIS-CUP-EAC","8016.0","Foam Cups 250ml","miscellaneous","external","ea","1.00","0.30","False"
"MIS-CWR-EAC","","Customised Writing","miscellaneous","internal","ea","10.00","0.00","False"
"MIS-DAO-EAC","","Day Old Cakes","miscellenous","internal","ea","8.00","0.00","False"
"MIS-DBC-012","23002.0","Dbl Choc 12","miscellaneous","internal","ea","20.00","0.00","False"
"MIS-DBC-014","24002.0","Dbl Choc 14","miscellaneous","internal","ea","20.00","0.00","False"
"MIS-DBC-016","25002.0","Dbl Choc 16","miscellaneous","internal","ea","20.00","0.00","False"
"MIS-DBC-018","26002.0","Dbl Choc 18","miscellaneous","internal","ea","25.00","0.00","False"
"MIS-DBC-020","27002.0","Dbl Choc 20","miscellaneous","internal","ea","25.00","0.00","False"
"MIS-DBC-022","28002.0","Dbl Choc 22","miscellaneous","internal","ea","25.00","0.00","False"
"MIS-DBV-012","23001.0","Dbl Vanilla 12","miscellaneous","internal","ea","0.00","0.00","False"
"MIS-DBV-014","24001.0","Dbl Vanilla 14","miscellaneous","internal","ea","0.00","0.00","False"
"MIS-DBV-016","25001.0","Dbl Vanilla 16","miscellaneous","internal","ea","0.00","0.00","False"
"MIS-DBV-018","26001.0","Dbl Vanilla 18","miscellaneous","internal","ea","0.00","0.00","False"
"MIS-DBV-020","27001.0","Dbl Vanilla 20","miscellenous","internal","ea","0.00","0.00","False"
"MIS-DBV-022","28001.0","Dbl Vanilla 22","miscellaneous","internal","ea","0.00","0.00","False"
"MIS-DEL-EAC","","Delivery","miscellaneous","internal","ea","","30.43","False"
"MIS-DMV-EACH","8099.0","Mvutu Donut 4s","miscellaneous","internal","ea","6.00","0.00","False"
"MIS-DOR-EAC","30856.0","Oven Delights Flags","consumables","internal","ea","15.00","800.00","True"
"MIS-DOS-EAC","8202.0","Day Old Scones","miscellaneous","internal","ea","17.00","0.00","False"
"MIS-EPO-EAC","30422.0","Edible Picture Only","miscellaneous","external","ea","200.00","0.00","False"
"MIS-FAK-EAC","","First Aid Kit","consumables","external","ea","0.00","0.00","True"
"MIS-FCB-EAC","","Balloons -Foil Character","miscellenous","external","ea","50.00","0.00","False"
"MIS-FFL-EAC","","Fresh Flowers Each","miscellenous","external","ea","30.00","0.00","False"
"MIS-FGB-EAC","","Balloons-Foil General","miscellaneous","external","ea","50.00","0.00","False"
"MIS-FMG-EAC","","Balloons- Foil Number Gold","miscellenous","external","ea","100.00","0.00","False"
"MIS-FNG-EAC","","Balloons- Foil Number Rose Gold","miscellenous","external","ea","100.00","0.00","False"
"MIS-FNR-EAC","","Balloons-Foil Number Rainbow Splash","miscellenous","external","ea","100.00","0.00","False"
"MIS-FNS-EAC","","Balloons- Foil Number Silver","miscellaneous","external","ea","100.00","0.00","False"
"MIS-FNW-EAC","","Balloons-Foil Number White Gold","packaging","external","ea","100.00","0.00","False"
"MIS-FWO-EACH","","Fondant Wording","miscellenous","external","ea","150.00","0.00","False"
"MIS-GBE-EAC","8017.0","Gold Beads","miscellaneous","external","ea","10.00","0.00","False"
"MIS-GWR-EAC","30521.0","Gold Writing","miscellaneous","external","ea","20.00","0.00","False"
"MIS-HBT-EAC","","Happy Birthday Cake Topper","miscellaneous","external","ea","100.00","52.17","False"
"MIS-HEL-5LTR","","Heluim Small Cylinder","consumables","external","ea","","0.00","True"
"MIS-HEL-LAR","","Heluim Large","miscellaneous","external","ea","100.00","24.35","False"
"MIS-HEL-SML","","Heluim Small","miscellenous","external","ea","50.00","14.78","False"
"MIS-LEA-EAC","8018.0","Leaves","miscellaneous","external","ea","3.00","0.00","False"
"MIS-MAT-EAC","60069795.0","Matches","consumables","external","ea","1.00","34.00","True"
"MIS-MGR-EAC","8035.0","Rib Metallic Gold","miscellaneous","external","ea","20.00","0.00","False"
"MIS-MSR-EAC","8036.0","Rib Metallic Silver","miscellaneous","external","ea","20.00","0.00","False"
"MIS-MVU-EAC","8032.0","Mvutu","miscellaneous","external","ea","6.00","0.00","False"
"MIS-NOV-EAC","30524.0","Novelities Sets","miscellaneous","external","ea","120.00","0.00","False"
"MIS-OOH-EACH","","Overheads","consumables","external","ea","","0.00","True"
"MIS-PAN-EAC","60094391.0","Panado","consumables","external","ea","0.00","0.00","True"
"MIS-PLA-EAC","8019.0","Plasters","consumables","external","ea","0.80","0.00","True"
"MIS-PLD-EAC","","Platter Dip 70ml","miscellenous","external","ea","0.00","0.00","False"
"MIS-RAS-EACH","","Rakhi String","miscellenous","external","ea","30.00","20.00","False"
"MIS-RIP-EAC","10299.0","Ribbon Picture","ingredient","external","ea","150","0.00","False"
"MIS-RMV-EAC","8033.0","Mvutu Rainbow","miscellaneous","external","ea","5.00","0.00","False"
"MIS-ROS-EAC","8020.0","Roses","miscellaneous","external","ea","12.00","0.00","False"
"MIS-RSS-EAC","","Roses Small New Assorted Colours","miscellenous","external","ea","12.00","0.00","False"
"MIS-SBE-EAC","8030.0","Silver Beads","miscellaneous","external","ea","10.00","0.00","False"
"MIS-SCB-EAC","","Balloons- Stick Character","miscellenous","external","ea","50.00","0.00","False"
"MIS-SDC-EAC","30515.0","Same Day Charge","miscellaneous","external","ea","30.00","0.00","False"
"MIS-SFB-EAC","","Sign Happy Birthday Gold Foil","miscellaneous","external","ea","8.00","0.00","False"
"MIS-SGA-EAC","8026.0","Sign H.A. Gold","miscellaneous","external","ea","10.00","0.00","False"
"MIS-SGB-EAC","8028.0","Sign H.B. Gold","miscellaneous","external","ea","10.00","0.00","False"
"MIS-STG-EAC","","Balloons-Stick General","miscellaneous","external","ea","50.00","0.00","False"
"MIS-STR-EAC","","Strawberry","miscellaneous","external","ea","0.00","0.00","False"
"MIS-SWR-EAC","30522.0","Silver Writing","miscellaneous","external","ea","15.00","0.00","False"
"MIS-TOO-EAC","","Toothpicks 1000s","miscellaneous","external","ea","0.00","0.00","False"
"MIS-WHC-EAC","","Additional Whipped Cream","miscellaneous","external","ea","7.00 ","0.00","False"
"MIS-XSR-EAC","","Xmas Sticker Scroll English","miscellaneous","external","ea","","0.00","False"
"M-KOK-KGR","30106.0","Kokomix Pettina","ingredient","external","kg","0.00","0.00","False"
"PAC- BTL-EACH","","Bag Brown Thrifty Paper Bag Large","packaging","external","ea","","2.40","False"
"PAC- CUC-350ML","","Cup Clear 350ML","packaging","external","ea","","0.00","False"
"PAC -F3D-EAC","","F3 Double Wall Pie box","packaging","external","ea","","0.00","False"
"PAC- HAB-EAC","","Hamburger Base Black F60","packaging","external","ea","","0.24","False"
"PAC- LIC- 350ML","","Lids Clear 350ML","packaging","external","ea","","0.00","False"
"PAC- MIN-EAC","","Cup Cake Boxes With Inserts","packaging","external","ea","","0.00","False"
"PAC- NAB-EAC","","Name Badges","consumables","external","ea","","20.00","True"
"PAC- SDL-EAC","","Square Desert Lid","packaging","external","ea","","1.02","False"
"PAC-083-EAC","","83X54X300 30mic","packaging","external","ea","","0.35","False"
"PAC-12X-EAC","30254.0","12x12x6","packaging","external","ea","","12.86","False"
"PAC-14X-EAC","30255.0","14X14X6","packaging","external","ea","","13.35","False"
"PAC-16X-EAC","30256.0","16x16x6","packaging","external","ea","","15.79","False"
"PAC-18H-EAC","30257.0","18X18X5 High","packaging","external","ea","","14.44","False"
"PAC-18X-EAC","30258.0","18X18X6","packaging","external","ea","","19.27","False"
"PAC-196-EAC","30267.0","196T swissroll folder","packaging","external","ea","","1.85","False"
"PAC-200-EAC","30291.0","Foil Container 100 (200IL)","packaging","external","ea","","0.32","False"
"PAC-20H-EAC","30266.0","20X20X5 High","packaging","external","ea","","0.00","False"
"PAC-20X-EAC","30259.0","20X20X6","packaging","external","ea","","28.57","False"
"PAC-214-EAC","","214 Gateaux Dome","packaging","external","ea","","3.02","False"
"PAC-215-EAC","30706.0","215 Gateaux Base","packaging","external","ea","","1.61","False"
"PAC-225-EAC","30804.0","225X270X30MIC Scone bag medium","packaging","external","ea","","0.27","False"
"PAC-260-EAC","30806.0","260*450*25mic","packaging","external","ea","","0.22","False"
"PAC-300-EAC","30292.0","Foil Container 100 (3001P)","packaging","external","ea","","1.27","False"
"PAC-310-EAC","30808.0","310*450*30mic","packaging","external","ea","","0.53","False"
"PAC-315-EAC","30268.0","315 bar one dome","packaging","external","ea","","3.30","False"
"PAC-317-EAC","30269.0","317 bar one base","packaging","external","ea","","2.00","False"
"PAC-400-EAC","30807.0","250*400*40mic Rolls large","packaging","external","ea","","0.48","False"
"PAC-405-EAC","30287.0","4051 foil container","packaging","external","ea","","1.12","False"
"PAC-419-EAC","30692.0","4191 Foil Container","packaging","external","ea","","0.00","False"
"PAC-450-EAC","30805.0","250*450*30mic Naan exlarge","packaging","external","ea","","0.40","False"
"PAC-552-EAC","30801.0","5*5*2.5","packaging","external","ea","","1.34","False"
"PAC-572-EAC","30737.0","5*5*2.5","packaging","external","ea","","1.52","False"
"PAC-573-EAC","30827.0","5*7*3","packaging","external","ea","","1.67","False"
"PAC-73D-EAC","30725.0","No 73D Foam Tray","packaging","external","ea","","0.35","False"
"PAC-773-EAC","30800.0","7*7*3 Diwali Boxes","packaging","external","ea","","2.63","False"
"PAC-835-EAC","30303.0","Bag 1000 83*54*300mm","packaging","external","ea","","0.00","False"
"PAC-882-EAC","","8X8X2","packaging","external","ea","","2.15","False"
"PAC-884-EAC","30486.0","8X8X4","packaging","external","ea","","3.60","False"
"PAC-A34-EAC","30587.0","A34 Round Cake Dome","packaging","external","ea","","1.80","False"
"PAC-A35-EAC","30588.0","A35 Round Cake Base","packaging","external","ea","","1.05","False"
"PAC-B75-EAC","","K75 Base","packaging","external","ea","","2.02","False"
"PAC-BAG-EAC","6009681740704.0","Bags 1000 White Midi","packaging","external","ea","","0.74","False"
"PAC-BAG-JUM","6009681740705.0","Bags 1000 White Jumbo","packaging","external","ea","","0.86","False"
"PAC-BBC-EAC","","Bon Bon Biscuit Container","packaging","external","ea","","1.94","False"
"PAC-BBL-EAC","","Bon Bon Biscuit Lid","packaging","external","ea","","1.94","False"
"PAC-BEB-EAC","","Empty Bandini Box","packaging","external","ea","","8.00","False"
"PAC-BOR-EAC","30308.0","Bag on Roll (30x45)","packaging","external","ea","","0.08","False"
"PAC-BPB-EAC","","Bag Brown Thrifty Paper Bag meduim","packaging","external","ea","","2.42","False"
"PAC-BRE-EAC","30533.0","Packaging New 76x91 Black Refuse","packaging","external","ea","","0.00","False"
"PAC-BUB-EAC","30311.0","bubble wrap","packaging","external","ea","0.00","0.00","False"
"PAC-CHO-EAC","30249.0","Oven Delight Cake Box Choc","packaging","external","ea","","3.32","False"
"PAC-CLE-EAC","30313.0","CLEAR BIN BAGS","packaging","external","ea","0.00","0.00","False"
"PAC-CON-EAC","","7119P Foil container","packaging","external","ea","","3.24","False"
"PAC-CUC-500ML","","Cup Clear 500ML","packaging","external","ea","","0.00","False"
"PAC-D75-EAC","","K75 Dome","packaging","external","ea","","1.45","False"
"PAC-DCW-EAC","","High Window Box For Drip cake","packaging","external","ea","","50.00","False"
"PAC-EPI-EAC","","Faze 3 Boxes Empty for Pies","packaging","external","ea","","20.90","False"
"PAC-F5B-EAC","","F50 High Cake Base","packaging","external","ea","","1.83","False"
"PAC-F5D-EAC","","F50 High Cake Dome","packaging","external","ea","","2.71","False"
"PAC-FLP-EAC","","Foil - Loaf Pan 4161P","packaging","external","ea","","2.25","False"
"PAC-FOI-EAC","30290.0","Foil Buns 4051D","packaging","external","ea","","1.40","False"
"PAC-GP2-EAC","30300.0","Bag GP 2","packaging","external","ea","","0.11","False"
"PAC-HAM-EAC","","Hamburger Dome F60","packaging","external","ea","","1.10","False"
"PAC-JBU-EAC","","Jumbo bag unprinted","packaging","external","ea","0.00","0.00","False"
"PAC-JUM-EAC","30567.0","Jumbo Econo White","packaging","external","ea","0.00","0.00","False"
"PAC-K96-EAC","30280.0","K 96 milk tart domes","packaging","external","ea","","2.18","False"
"PAC-LCB-EAC","","Laser Cut Box Only","packaging","external","ea","","0.00","False"
"PAC-LEV-EACH","","EPR LEVY","packaging","external","ea","","0.00","False"
"PAC-LIC-500ML","","Lid Clear 500ML","packaging","external","ea","","0.00","False"
"PAC-LID-EAC","","7119P Clear lids","packaging","external","ea","","2.07","False"
"PAC-LLB-EAC","","Large Log Base","packaging","external","ea","","1.59","False"
"PAC-LLD-EAC","","Large Log Dome","packaging","external","ea","","2.40","False"
"PAC-MAD-EAC","","Madeira Packaging Small B","packaging","external","ea","","0.00","False"
"PAC-MCC-350ML","","Milkshake Cup 350ml","packaging","external","ea","","1,280.00","False"
"PAC-MCL-350ML","","Milkshake Cup Lids 350ml","packaging","external","ea","","460.00","False"
"PAC-MFO-EAC","30282.0","Mince pie foil","packaging","external","ea","","0.26","False"
"PAC-MIN-EAC","30293.0","Foil Container Mince Pie Tray","packaging","external","ea","","0.19","False"
"PAC-MLA-EAC","","Mini Lamington trays","packaging","external","ea","0.00","0.00","False"
"PAC-NDI-EAC","","New Diwali Cake Boxes","packacing","external","ea","","0.00","False"
"PAC-P45-EAC","","P45 Round platter","packaging","external","ea","","10.33","False"
"PAC-PBH-EAC","","Platter base - half","packaging","external","ea","","3.50","False"
"PAC-PFB-EAC","","Platter foil base","packaging","external","ea","","11.00","False"
"PAC-PLD-EAC","","Platter Dome","packaging","external","ea","30.00","8.00","False"
"PAC-PLH-EAC","","Platter Lid -Half","packaging","external","ea","","3.00","False"
"PAC-PRD-EAC","","P45 platter dome","packaging","external","ea","","8.48","False"
"PAC-PTC-EAC","","Paper Tulip Cups giant cup cakes","packaging","external","ea","","0.81","False"
"PAC-REC-EAC","","Rectangle Pie Foil","packaging","external","ea","","0.55","False"
"PAC-REF-EAC","30492.0","Packaging Black Refuse","packaging","external","ea","","0.00","False"
"PAC-SDT-EAC","","Square Desert Tub","packaging","external","ea","","1.25","False"
"PAC-SLI-70ML","","Sauce Lids 70ml","packaging","external","ea","","0.22","False"
"PAC-SO6-EAC","30299.0","Bag Brown BB3","packaging","external","ea","","0.37","False"
"PAC-STL-EAC","","GLUTEN FREE COFFEE CAKE TUB","exotic cakes","internal","","0.00","0.00","True"
"PAC-STR-EAC","30250.0","Oven Delight Cake Box Strbery","packaging","external","ea","","2.87","False"
"PAC-STU-70ML","","Sauce Tub 70ml","packaging","external","ea","","0.35","False"
"PAC-SWI-EAC","30826.0","Swissroll Box","packaging","external","ea","","5.50","False"
"PAC-TAL-EAC","","GLUTEN FREE CHOC MOUSSE CAKE TUB","exotic cakes","internal","","45","25.00","True"
"PAC-VPC-EAC","","Vinyl Print Coffee Boards","consumables","external","ea","","0.00","True"
"PAC-VUT-EAC","30309.0","Bread Bags (Vutu) PPG","packaging","external","ea","0.00","0.00","False"
"PAC-WIN-EAC","","Windsor X-Small B","packaging","external","ea","","0.00","False"
"PAC-WRG-EAC","","Wrist Guard","consumables","external","ea","","0.74","True"
"PAC-ZIP-EACH","","Ziplock Bags","packaging","external","ea","","0.00","False"
"PIE -CSR-EAC","15002.0","OD Premium Chicken Tikka Sausage Roll","pie","external","ea","28.00","12.77","False"
"PIE- FSK-EAC","","Pie Steak & Kidney Foil","pie","external","ea","0.00","0.00","False"
"PIE-APP-KG","","Pie Apple","ingredient","external","ea","","74.90","False"
"PIE-BBP-EAC","","Pie - Burger Beef","pie","external","ea","0.00","0.00","False"
"PIE-BRC-EAC","","Pie - Burger Chicken Cheese / Sweet Chilli","pie","external","ea","0.00","0.00","False"
"PIE-CCG-EAC","15016.0","Pie Chicken Cheese Griller","pie","external","ea","0.00","0.00","False"
"PIE-CMS-EAC","","Pie Chicken and Mayo Slice","pie","external","ea","0.00","0.00","False"
"PIE-COD-EAC","15103.0","Pie OD Chicken & Mushroom","pie","internal","ea","30.00","13.50","False"
"PIE-CPP-EAC","15007.0","Pie Chicken Peri Peri","pie","external","ea","30.00","16.85","False"
"PIE-CRP-EAC","","Pie - Cornish Pastry","pie","external","ea","0.00","0.00","False"
"PIE-FCP-EAC","","Pie Chicken Peri Peri Foil","pie","external","ea","0.00","0.00","False"
"PIE-FVE-EAC","","Pie Vegetable Curry Foil","pie","external","ea","0.00","0.00","False"
"PIE-MCB-EAC","15011.0","Pie Mutton Curry Burger","pie","external","ea","0.00","0.00","False"
"PIE-MSR-EAC","15001.0","OD Premium Mutton Oriental Sausage Roll","pie","external","ea","28.00","7.80","False"
"PIE-ODM-EAC","15101.0","Pie OD Mutton Curry","pie","internal","ea","35.00","0.00","False"
"PIE-PPS-EAC","15009.0","Pie Pepper Steak","pie","internal","ea","30.00","16.85","False"
"PIE-PRS-EAC","15017.0","Pie Prime Steak","pie","external","ea","0.00","0.00","False"
"PIE-SAF-EAC","15005.0","Pie Spinach & Feta","pie","external","ea","30.00","14.95","False"
"PIE-SAK-EAC","15010.0","Pie Steak & Kidney","pie","external","ea","30.00","16.85","False"
"PIE-SRB-EACH","15105.0","Pie Sausage Roll( Beef)","pie","external","ea","30.00","16.85","False"
"PIE-VEG-EAC","15004.0","Pie OD Vegetable","pie","internal","ea","30.00","13.50","False"
"PLA- MIX-EAC","","Platter Mixy Delight","platter","internal","ea","650.00","0.00","True"
"PLA- PEM-EAC","","Platter Mini Pecan Nut Tarts 24s","platter","internal","ea","620.00","0.00","True"
"PLA -SCO-EAC","","Platter Scone Delight 18s","platter","internal","ea","400.00","0.00","True"
"PLA-CHE-EAC","","Platter Cheeky Delight","platter","internal","ea","650.00","0.00","True"
"PLA-CRM-EAC","","Platter Mini Cream Puffs 24s","platter","internal","ea","350.00","0.00","True"
"PLA-CRO-EAC","","Platter Croissant Delight 20s","platter","internal","ea","400.00","0.00","True"
"PLA-ECM-EAC","","Platter Mini Freshcream Eclairs","platter","internal","ea","380.00","0.00","True"
"PLA-FLM-EAC","","Platter Mini Flakey Bits 24s","platter","internal","ea","350.00","0.00","True"
"PLA-FRM-EAC","","Platter Mini Freshcream Donuts","platter","internal","ea","380.00","0.00","True"
"PLA-JAM-EAC","","Platter Mini Jam Turnovers 24s","platter","internal","ea","350.00","0.00","True"
"PLA-MBD-EAC","","Platter Mini Buttercream Donuts 24s","platter","internal","ea","320.00","0.00","True"
"PLA-MCD-EAC","","Platter Mini Chocolate Donut 24s","platter","internal","ea","350.00","0.00","True"
"PLA-MEA-EAC","","Platter Meaty Delight","platter","internal","ea","650.00","0.00","True"
"PLA-MIM-EAC","","Platter Mini Milk Tarts 24S","platter","internal","ea","400.00","0.00","True"
"PLA-MLP-EAC","","Platter Mini Lamingtons 24s","platter","internal","ea","350.00","0.00","True"
"PLA-MUFF- EAC","","Platter Muffin Delight 30s","platter","internal","ea","380.00","0.00","True"
"PLA-SMA-EAC","","Platter Snacky Delight","platter","internal","ea","650.00","0.00","True"
"PLA-SNM-EAC","","Platter Mini Snowballs 24s","platter","internal","ea","350.00","0.00","True"
